Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle, IMU V
116 ,452 ,1443 ,60 ,59 ,1200 ,1317.075928 ,-109.756325 ,603.659790 ,1031.323975 ,1277.366699 ,606.219543 ,0.000000 ,84.544830 ,56.029942 ,49.450760 ,62.430641 ,55.026588 ,-6053.892578
117 ,452 ,1443 ,60 ,59 ,1200 ,1442.511719 ,-250.871597 ,595.820068 ,1031.323975 ,1515.995605 ,613.841492 ,0.000000 ,86.060829 ,56.643784 ,50.045170 ,62.471573 ,55.640430 ,-6107.342773
118 ,427 ,1383 ,59 ,59 ,1200 ,1473.870605 ,-282.230560 ,595.820068 ,1031.323975 ,1572.143555 ,637.378052 ,0.000000 ,87.632973 ,57.281162 ,50.640484 ,62.496181 ,56.277809 ,-6151.414062
119 ,400 ,1312 ,57 ,68 ,1200 ,1426.832275 ,-78.397377 ,674.217407 ,1031.323975 ,1347.551636 ,670.121948 ,0.000000 ,88.980522 ,57.951286 ,51.314594 ,62.508175 ,56.947929 ,-6206.730469
120 ,368 ,1268 ,57 ,75 ,1200 ,1191.640137 ,125.435799 ,658.537964 ,1031.323975 ,954.515747 ,698.048767 ,0.000000 ,89.935036 ,58.649334 ,51.973133 ,62.508923 ,57.645981 ,-6193.762695
121 ,368 ,1268 ,57 ,75 ,1200 ,972.127441 ,297.910034 ,635.018738 ,1031.323975 ,603.590820 ,722.560974 ,0.000000 ,90.538628 ,59.371895 ,52.608124 ,62.502953 ,58.368542 ,-6164.860352
122 ,335 ,1237 ,55 ,79 ,1200 ,736.935303 ,501.743195 ,619.339294 ,1031.323975 ,210.554947 ,726.402466 ,0.000000 ,90.749184 ,60.098297 ,53.227409 ,62.494854 ,59.094944 ,-6186.632812
123 ,305 ,1217 ,55 ,82 ,1200 ,705.576355 ,627.179016 ,666.377686 ,1031.323975 ,70.184982 ,716.585388 ,0.000000 ,90.819366 ,60.814880 ,53.893719 ,62.485325 ,59.811527 ,-6262.190430
124 ,291 ,1196 ,55 ,87 ,1200 ,846.691650 ,595.820068 ,721.255859 ,1031.323975 ,224.591934 ,703.658569 ,0.000000 ,91.043961 ,61.518539 ,54.614853 ,62.472183 ,60.515186 ,-6375.407227
125 ,276 ,1185 ,56 ,88 ,1200 ,956.447998 ,423.345825 ,689.896912 ,1031.323975 ,477.257874 ,692.073181 ,0.000000 ,91.521217 ,62.210613 ,55.304508 ,62.453869 ,61.207260 ,-6456.228516
126 ,276 ,1185 ,56 ,88 ,1200 ,1097.563232 ,235.192123 ,666.377686 ,1031.323975 ,772.034790 ,667.500000 ,0.000000 ,92.293251 ,62.878113 ,55.970352 ,62.427204 ,61.874760 ,-6526.043945
127 ,256 ,1169 ,56 ,83 ,1200 ,1207.319580 ,47.038425 ,627.179016 ,1031.323975 ,1038.737671 ,650.365845 ,0.000000 ,93.331993 ,63.528481 ,56.596470 ,62.390755 ,62.525127 ,-6612.511719
128 ,245 ,1158 ,54 ,81 ,1200 ,1285.716919 ,-94.076851 ,595.820068 ,1031.323975 ,1235.255615 ,659.329285 ,0.000000 ,94.567245 ,64.187813 ,57.190399 ,62.343307 ,63.184456 ,-6684.336914
129 ,230 ,1143 ,53 ,82 ,1200 ,1332.755371 ,-125.435799 ,603.659790 ,1006.297424 ,1305.440674 ,673.780518 ,0.000000 ,95.872688 ,64.861588 ,57.790890 ,62.281544 ,63.858234 ,-6762.430664
130 ,230 ,1143 ,53 ,82 ,1200 ,1285.716919 ,62.717899 ,674.217407 ,981.270874 ,1094.885742 ,703.292725 ,0.000000 ,96.967575 ,65.564880 ,58.460129 ,62.199757 ,64.561531 ,-6827.460938
131 ,210 ,1131 ,51 ,85 ,1200 ,1034.845337 ,250.871597 ,642.858459 ,956.244324 ,701.849792 ,745.975647 ,0.000000 ,97.669426 ,66.310860 ,59.097237 ,62.113960 ,65.307503 ,-6866.938477
132 ,193 ,1115 ,51 ,87 ,1200 ,783.973755 ,423.345825 ,603.659790 ,931.217773 ,322.850922 ,773.902466 ,0.000000 ,97.992271 ,67.084763 ,59.695034 ,62.030029 ,66.081406 ,-6972.307617
133 ,177 ,1094 ,48 ,85 ,1200 ,564.461121 ,595.820068 ,580.140564 ,906.191223 ,-28.073992 ,777.743896 ,0.000000 ,97.964203 ,67.862503 ,60.269577 ,61.949646 ,66.859154 ,-7132.179688
134 ,177 ,1094 ,48 ,85 ,1200 ,454.704773 ,674.217407 ,564.461121 ,881.164673 ,-196.517944 ,750.182922 ,0.000000 ,97.767685 ,68.612686 ,60.828861 ,61.873356 ,67.609337 ,-7315.546875
135 ,171 ,1090 ,54 ,90 ,1200 ,439.025299 ,721.255859 ,580.140564 ,856.138123 ,-252.665924 ,707.195129 ,0.000000 ,97.515015 ,69.319885 ,61.404018 ,61.797482 ,68.316528 ,-7523.844727
136 ,149 ,1089 ,48 ,94 ,1200 ,674.217407 ,674.217407 ,674.217407 ,831.111572 ,0.000000 ,650.182922 ,0.000000 ,97.515015 ,69.970062 ,62.072445 ,61.709305 ,68.966713 ,-7705.680664
137 ,140 ,1071 ,45 ,93 ,1200 ,925.089050 ,454.704773 ,689.896912 ,806.085022 ,421.109894 ,585.731750 ,0.000000 ,97.936127 ,70.555794 ,62.755733 ,61.614052 ,69.552444 ,-7863.590820
138 ,131 ,1039 ,45 ,91 ,1200 ,1097.563232 ,250.871597 ,674.217407 ,781.058472 ,757.997803 ,533.048767 ,0.000000 ,98.694122 ,71.088844 ,63.422203 ,61.512135 ,70.085495 ,-7943.550781
139 ,131 ,1039 ,45 ,91 ,1200 ,1254.358032 ,62.717899 ,658.537964 ,756.031921 ,1066.811768 ,504.695129 ,0.000000 ,99.760933 ,71.593544 ,64.071205 ,61.400490 ,70.590187 ,-7926.611328
140 ,123 ,1007 ,45 ,94 ,1200 ,1348.434814 ,-78.397377 ,635.018738 ,731.005371 ,1277.366699 ,506.097565 ,0.000000 ,101.038300 ,72.099640 ,64.694481 ,61.278904 ,71.096283 ,-7910.054688
141 ,117 ,958 ,42 ,95 ,1200 ,1270.037476 ,-141.115280 ,564.461121 ,705.978821 ,1263.329712 ,533.170715 ,0.000000 ,102.301636 ,72.632812 ,65.245979 ,61.158642 ,71.629456 ,-7912.064453
142 ,111 ,923 ,41 ,93 ,1200 ,1019.165894 ,47.038425 ,533.102173 ,680.952271 ,870.293762 ,563.841492 ,0.000000 ,103.171928 ,73.196648 ,65.765060 ,61.037163 ,72.193298 ,-7907.470703
143 ,111 ,923 ,41 ,93 ,1200 ,783.973755 ,219.512650 ,501.743195 ,655.925720 ,505.331848 ,591.646362 ,0.000000 ,103.677261 ,73.788300 ,66.252571 ,60.918526 ,72.784943 ,-7848.374023
144 ,101 ,902 ,39 ,96 ,1200 ,580.140564 ,407.666351 ,493.903473 ,630.899170 ,154.406952 ,607.378052 ,0.000000 ,103.831665 ,74.395676 ,66.732155 ,60.800446 ,73.392319 ,-7760.757812
145 ,90 ,885 ,31 ,105 ,1200 ,439.025299 ,533.102173 ,486.063721 ,605.872620 ,-84.221977 ,597.378052 ,0.000000 ,103.747444 ,74.993057 ,67.204292 ,60.684937 ,73.989700 ,-7751.953125
146 ,96 ,867 ,39 ,107 ,1200 ,250.871597 ,674.217407 ,462.544525 ,580.846069 ,-378.998901 ,585.426819 ,0.000000 ,103.368446 ,75.578484 ,67.654305 ,60.577991 ,74.575127 ,-7822.390625
147 ,96 ,867 ,39 ,107 ,1200 ,109.756325 ,768.294250 ,439.025299 ,555.819519 ,-589.553833 ,575.670715 ,0.000000 ,102.778893 ,76.154152 ,68.082458 ,60.480885 ,75.150795 ,-7889.957031
148 ,87 ,851 ,37 ,108 ,1200 ,0.000000 ,878.050598 ,439.025299 ,530.792969 ,-786.071777 ,548.719543 ,0.000000 ,101.992821 ,76.702873 ,68.511894 ,60.389660 ,75.699516 ,-7963.169922
149 ,85 ,841 ,37 ,113 ,1200 ,0.000000 ,940.768494 ,470.384247 ,505.766388 ,-842.219788 ,518.597595 ,0.000000 ,101.150597 ,77.221466 ,68.973404 ,60.298691 ,76.218117 ,-8049.876953
150 ,82 ,826 ,36 ,118 ,1200 ,235.192123 ,1034.845337 ,635.018738 ,480.739807 ,-715.886780 ,471.097565 ,0.000000 ,100.434715 ,77.692566 ,69.597916 ,60.183681 ,76.689209 ,-8113.184570
151 ,82 ,826 ,36 ,118 ,1200 ,501.743195 ,987.806946 ,744.775085 ,455.713226 ,-435.146881 ,412.439026 ,0.000000 ,99.999565 ,78.105003 ,70.331383 ,60.054356 ,77.101654 ,-8189.172852
152 ,80 ,821 ,35 ,121 ,1200 ,721.255859 ,736.935303 ,729.095581 ,430.686646 ,-14.036996 ,350.609772 ,0.000000 ,99.985527 ,78.455612 ,71.049431 ,59.927933 ,77.452263 ,-8281.191406
153 ,82 ,814 ,35 ,125 ,1200 ,893.730103 ,501.743195 ,697.736633 ,405.660065 ,350.924896 ,287.926849 ,0.000000 ,100.336456 ,78.743546 ,71.735847 ,59.802738 ,77.740189 ,-8380.674805
154 ,85 ,817 ,35 ,134 ,1200 ,1066.204346 ,250.871597 ,658.537964 ,380.633484 ,729.923828 ,243.414642 ,0.000000 ,101.066376 ,78.986954 ,72.382141 ,59.676334 ,77.983604 ,-8503.079102
155 ,90 ,816 ,37 ,144 ,1200 ,1160.281128 ,47.038425 ,603.659790 ,355.606903 ,996.626709 ,229.939026 ,0.000000 ,102.063004 ,79.216896 ,72.972466 ,59.550179 ,78.213539 ,-8617.348633
156 ,90 ,816 ,37 ,144 ,1200 ,1097.563232 ,15.679475 ,556.621338 ,330.580322 ,968.552734 ,238.963425 ,0.000000 ,103.031555 ,79.455856 ,73.514755 ,59.424667 ,78.452507 ,-8700.801758
157 ,94 ,798 ,35 ,142 ,1200 ,878.050598 ,219.512650 ,548.781616 ,305.553741 ,589.553833 ,275.000000 ,0.000000 ,103.621109 ,79.730858 ,74.048103 ,59.295429 ,78.727509 ,-8784.589844
158 ,100 ,790 ,34 ,151 ,1200 ,627.179016 ,360.627930 ,493.903473 ,280.527161 ,238.628937 ,321.341461 ,0.000000 ,103.859741 ,80.052200 ,74.527626 ,59.177116 ,79.048843 ,-8789.327148
159 ,108 ,782 ,32 ,161 ,1200 ,423.345825 ,564.461121 ,493.903473 ,255.500595 ,-126.332962 ,361.646362 ,0.000000 ,103.733406 ,80.413849 ,75.007408 ,59.059860 ,79.410492 ,-8724.823242
160 ,108 ,782 ,32 ,161 ,1200 ,282.230560 ,705.576355 ,493.903473 ,230.474030 ,-378.998901 ,351.890259 ,0.000000 ,103.354408 ,80.765739 ,75.487953 ,58.945782 ,79.762383 ,-8772.291992
161 ,123 ,772 ,32 ,167 ,1200 ,156.794754 ,815.332703 ,486.063721 ,205.447464 ,-589.553833 ,319.390259 ,0.000000 ,102.764854 ,81.085129 ,75.962006 ,58.838387 ,80.081772 ,-8914.985352
162 ,129 ,764 ,30 ,178 ,1200 ,156.794754 ,909.409546 ,533.102173 ,180.420898 ,-673.775818 ,294.573181 ,0.000000 ,102.091080 ,81.379700 ,76.483284 ,58.726719 ,80.376350 ,-9024.374023
163 ,134 ,757 ,30 ,178 ,1200 ,344.948456 ,956.447998 ,650.698242 ,155.394333 ,-547.442871 ,246.951218 ,0.000000 ,101.543633 ,81.626656 ,77.120819 ,58.596504 ,80.623299 ,-9049.208984
164 ,134 ,757 ,30 ,178 ,1200 ,580.140564 ,925.089050 ,752.614807 ,130.367767 ,-308.813904 ,197.865860 ,0.000000 ,101.234818 ,81.824516 ,77.859009 ,58.449875 ,80.821167 ,-8987.241211
165 ,159 ,759 ,44 ,188 ,1200 ,768.294250 ,689.896912 ,729.095581 ,105.341194 ,70.184982 ,150.609756 ,0.000000 ,101.305008 ,81.975128 ,78.573959 ,58.306946 ,80.971771 ,-8920.009766
166 ,144 ,761 ,30 ,192 ,1200 ,940.768494 ,470.384247 ,705.576355 ,80.314621 ,421.109894 ,112.865860 ,0.000000 ,101.726120 ,82.087990 ,79.264809 ,58.163551 ,81.084641 ,-8938.863281
167 ,151 ,758 ,32 ,192 ,1200 ,1034.845337 ,297.910034 ,666.377686 ,55.288048 ,659.738831 ,100.975609 ,0.000000 ,102.385857 ,82.188972 ,79.915680 ,58.020615 ,81.185616 ,-8997.194336
168 ,151 ,758 ,32 ,192 ,1200 ,940.768494 ,219.512650 ,580.140564 ,30.261477 ,645.701843 ,111.585365 ,0.000000 ,103.031555 ,82.300552 ,80.480881 ,57.889801 ,81.297203 ,-9025.235352
169 ,155 ,751 ,32 ,195 ,1200 ,689.896912 ,376.307404 ,533.102173 ,5.234905 ,280.739929 ,147.560974 ,0.000000 ,103.312294 ,82.448112 ,80.999657 ,57.767052 ,81.444763 ,-9033.992188
170 ,162 ,748 ,32 ,204 ,1200 ,423.345825 ,548.781616 ,486.063721 ,0.000000 ,-112.295967 ,194.146347 ,0.000000 ,103.200005 ,82.642265 ,81.472878 ,57.656055 ,81.638908 ,-9028.297852
171 ,169 ,741 ,33 ,211 ,1200 ,219.512650 ,705.576355 ,462.544525 ,0.000000 ,-435.146881 ,228.231720 ,0.000000 ,102.764854 ,82.870491 ,81.923988 ,57.553860 ,81.867142 ,-9015.042969
172 ,175 ,735 ,32 ,215 ,1200 ,94.076851 ,846.691650 ,470.384247 ,0.000000 ,-673.775818 ,220.914642 ,0.000000 ,102.091080 ,83.091408 ,82.383942 ,57.455330 ,82.088051 ,-9087.538086
173 ,175 ,735 ,32 ,215 ,1200 ,47.038425 ,893.730103 ,470.384247 ,0.000000 ,-757.997803 ,193.109756 ,0.000000 ,101.333084 ,83.284515 ,82.845154 ,57.362892 ,82.281166 ,-9238.126953
174 ,177 ,731 ,30 ,216 ,1200 ,235.192123 ,846.691650 ,540.941895 ,0.000000 ,-547.442871 ,152.682938 ,0.000000 ,100.785637 ,83.437202 ,83.376541 ,57.261662 ,82.433846 ,-9356.224609
175 ,169 ,735 ,21 ,221 ,1200 ,454.704773 ,595.820068 ,525.262390 ,0.000000 ,-126.332962 ,96.768295 ,0.000000 ,100.659302 ,83.533966 ,83.892738 ,57.164505 ,82.530617 ,-9471.786133
176 ,186 ,736 ,32 ,227 ,1200 ,627.179016 ,360.627930 ,493.903473 ,0.000000 ,238.628937 ,49.146343 ,0.000000 ,100.897934 ,83.583115 ,84.377731 ,57.071129 ,82.579765 ,-9569.690430
177 ,186 ,736 ,32 ,227 ,1200 ,831.012207 ,156.794754 ,493.903473 ,0.000000 ,603.590820 ,15.182927 ,0.000000 ,101.501526 ,83.598297 ,84.861717 ,56.972649 ,82.594948 ,-9615.675781
178 ,188 ,735 ,32 ,223 ,1200 ,956.447998 ,31.358950 ,493.903473 ,0.000000 ,828.182800 ,5.853659 ,0.000000 ,102.329704 ,83.604149 ,85.344231 ,56.867180 ,82.600800 ,-9624.624023
179 ,192 ,744 ,34 ,228 ,1200 ,1003.486389 ,-125.435799 ,439.025299 ,0.000000 ,1010.663696 ,21.707317 ,0.000000 ,103.340370 ,83.625862 ,85.771408 ,56.765881 ,82.622505 ,-9592.850586
180 ,192 ,736 ,33 ,227 ,1200 ,972.127441 ,-94.076851 ,439.025299 ,0.000000 ,954.515747 ,46.158539 ,0.000000 ,104.294884 ,83.672020 ,86.196838 ,56.657482 ,82.668663 ,-9548.013672
181 ,192 ,736 ,33 ,227 ,1200 ,689.896912 ,78.397377 ,384.147125 ,0.000000 ,547.442871 ,95.548782 ,0.000000 ,104.842331 ,83.767563 ,86.568169 ,56.559078 ,82.764214 ,-9469.680664
182 ,196 ,730 ,30 ,228 ,1200 ,439.025299 ,282.230560 ,360.627930 ,0.000000 ,140.369965 ,147.378052 ,0.000000 ,104.982697 ,83.914948 ,86.916542 ,56.465847 ,82.911591 ,-9363.354492
183 ,200 ,726 ,32 ,231 ,1200 ,235.192123 ,501.743195 ,368.467651 ,0.000000 ,-238.628937 ,189.939026 ,0.000000 ,104.744072 ,84.104881 ,87.272873 ,56.372070 ,83.101532 ,-9301.386719
184 ,205 ,723 ,30 ,246 ,1200 ,78.397377 ,674.217407 ,376.307404 ,0.000000 ,-533.405884 ,216.402451 ,0.000000 ,104.210663 ,84.321289 ,87.637665 ,56.279690 ,83.317932 ,-9265.306641
185 ,209 ,719 ,32 ,247 ,1200 ,-62.717899 ,815.332703 ,376.307404 ,0.000000 ,-786.071777 ,213.658539 ,0.000000 ,103.424591 ,84.534943 ,88.003693 ,56.192326 ,83.531593 ,-9280.044922
186 ,209 ,719 ,32 ,247 ,1200 ,-109.756325 ,925.089050 ,407.666351 ,0.000000 ,-926.441772 ,192.256104 ,0.000000 ,102.498154 ,84.727203 ,88.401695 ,56.104103 ,83.723846 ,-9351.056641
187 ,209 ,709 ,32 ,245 ,1200 ,94.076851 ,831.012207 ,462.544525 ,0.000000 ,-659.738831 ,154.146347 ,0.000000 ,101.838409 ,84.881348 ,88.854401 ,56.009212 ,83.877991 ,-9439.534180
188 ,212 ,705 ,32 ,244 ,1200 ,282.230560 ,611.499512 ,446.865051 ,0.000000 ,-294.776917 ,114.695122 ,0.000000 ,101.543633 ,84.996040 ,89.292229 ,55.919788 ,83.992691 ,-9542.845703

