Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
128 ,86 ,729 ,54 ,89 ,700 ,956.447998 ,376.307404 ,666.377686 ,716.350159 ,519.368835 ,755.548828 ,0.000000 ,79.168663 ,72.242752 ,41.551052 ,64.994087 ,71.502869
129 ,80 ,710 ,57 ,104 ,700 ,909.409546 ,391.986877 ,650.698242 ,702.051697 ,463.220886 ,750.182922 ,0.000000 ,79.631882 ,72.992935 ,42.191124 ,65.111191 ,72.253052
130 ,79 ,678 ,61 ,104 ,700 ,925.089050 ,376.307404 ,650.698242 ,687.753235 ,491.294861 ,740.670776 ,0.000000 ,80.123177 ,73.733604 ,42.832180 ,65.222809 ,72.993721
131 ,83 ,655 ,61 ,99 ,700 ,909.409546 ,423.345825 ,666.377686 ,673.454773 ,435.146881 ,724.756104 ,0.000000 ,80.558327 ,74.458359 ,43.489529 ,65.332123 ,73.718483
132 ,83 ,655 ,61 ,99 ,700 ,909.409546 ,439.025299 ,674.217407 ,659.156311 ,421.109894 ,699.024414 ,0.000000 ,80.979431 ,75.157387 ,44.155407 ,65.437828 ,74.417503
133 ,93 ,639 ,60 ,100 ,700 ,909.409546 ,407.666351 ,658.537964 ,644.857849 ,449.183868 ,661.341492 ,0.000000 ,81.428619 ,75.818726 ,44.806591 ,65.535980 ,75.078850
134 ,106 ,623 ,61 ,109 ,700 ,940.768494 ,407.666351 ,674.217407 ,630.559387 ,477.257874 ,631.158569 ,0.000000 ,81.905876 ,76.449883 ,45.474091 ,65.630913 ,75.710007
135 ,119 ,609 ,61 ,111 ,700 ,956.447998 ,407.666351 ,682.057190 ,616.260925 ,491.294861 ,607.317078 ,0.000000 ,82.397171 ,77.057198 ,46.150154 ,65.721153 ,76.317322
136 ,119 ,609 ,61 ,111 ,700 ,972.127441 ,376.307404 ,674.217407 ,601.962463 ,533.405884 ,593.292725 ,0.000000 ,82.930580 ,77.650490 ,46.819244 ,65.804131 ,76.910614
137 ,132 ,596 ,63 ,113 ,700 ,972.127441 ,360.627930 ,666.377686 ,587.664001 ,547.442871 ,578.719543 ,0.000000 ,83.478020 ,78.229210 ,47.481308 ,65.879814 ,77.489334
138 ,140 ,583 ,64 ,118 ,700 ,972.127441 ,360.627930 ,666.377686 ,573.365540 ,547.442871 ,574.146362 ,0.000000 ,84.025467 ,78.803360 ,48.144066 ,65.949181 ,78.063484
139 ,155 ,570 ,71 ,131 ,700 ,972.127441 ,344.948456 ,658.537964 ,559.067078 ,561.479858 ,567.012207 ,0.000000 ,84.586945 ,79.370369 ,48.799667 ,66.011299 ,78.630493
140 ,155 ,570 ,71 ,131 ,700 ,956.447998 ,376.307404 ,666.377686 ,544.768616 ,519.368835 ,558.902466 ,0.000000 ,85.106316 ,79.929276 ,49.463615 ,66.068146 ,79.189392
141 ,150 ,557 ,67 ,138 ,700 ,940.768494 ,360.627930 ,650.698242 ,530.470154 ,519.368835 ,547.804871 ,0.000000 ,85.625679 ,80.477081 ,50.112419 ,66.117775 ,79.737198
142 ,150 ,542 ,68 ,148 ,700 ,925.089050 ,391.986877 ,658.537964 ,516.171692 ,477.257874 ,532.560974 ,0.000000 ,86.102936 ,81.009644 ,50.769436 ,66.162537 ,80.269760
143 ,147 ,526 ,68 ,166 ,700 ,925.089050 ,391.986877 ,658.537964 ,501.873260 ,477.257874 ,515.975647 ,0.000000 ,86.580200 ,81.525612 ,51.426800 ,66.201820 ,80.785736
144 ,147 ,518 ,68 ,181 ,700 ,925.089050 ,407.666351 ,666.377686 ,487.574829 ,463.220886 ,504.451233 ,0.000000 ,87.043419 ,82.030067 ,52.092293 ,66.236191 ,81.290192
145 ,147 ,518 ,68 ,181 ,700 ,909.409546 ,423.345825 ,666.377686 ,473.276398 ,435.146881 ,493.841461 ,0.000000 ,87.478561 ,82.523911 ,52.758022 ,66.265503 ,81.784027
146 ,149 ,507 ,64 ,193 ,700 ,909.409546 ,407.666351 ,658.537964 ,458.977966 ,449.183868 ,483.780487 ,0.000000 ,87.927750 ,83.007690 ,53.416130 ,66.289314 ,82.267807
147 ,147 ,492 ,63 ,206 ,700 ,878.050598 ,439.025299 ,658.537964 ,444.679535 ,393.035889 ,473.963440 ,0.000000 ,88.320786 ,83.481651 ,54.074387 ,66.308617 ,82.741776
148 ,151 ,484 ,60 ,217 ,700 ,909.409546 ,454.704773 ,682.057190 ,430.381104 ,407.072876 ,463.780487 ,0.000000 ,88.727859 ,83.945435 ,54.756275 ,66.323761 ,83.205551
149 ,151 ,484 ,60 ,217 ,700 ,862.371155 ,470.384247 ,666.377686 ,416.082672 ,350.924896 ,453.902435 ,0.000000 ,89.078781 ,84.399338 ,55.422565 ,66.334473 ,83.659454
150 ,152 ,473 ,51 ,219 ,700 ,862.371155 ,470.384247 ,666.377686 ,401.784241 ,350.924896 ,439.207336 ,0.000000 ,89.429710 ,84.838539 ,56.088913 ,66.341103 ,84.098663
151 ,165 ,465 ,53 ,220 ,700 ,831.012207 ,470.384247 ,650.698242 ,387.485809 ,322.850922 ,424.268311 ,0.000000 ,89.752556 ,85.262810 ,56.739605 ,66.343918 ,84.522934
152 ,169 ,447 ,50 ,212 ,700 ,862.371155 ,486.063721 ,674.217407 ,373.187378 ,336.887909 ,407.926849 ,0.000000 ,90.089447 ,85.670738 ,57.413822 ,66.342865 ,84.930862
153 ,169 ,447 ,50 ,212 ,700 ,831.012207 ,533.102173 ,682.057190 ,358.888947 ,266.702942 ,393.353668 ,0.000000 ,90.356148 ,86.064095 ,58.095863 ,66.338623 ,85.324211
154 ,174 ,442 ,47 ,211 ,700 ,846.691650 ,501.743195 ,674.217407 ,344.590515 ,308.813904 ,377.926849 ,0.000000 ,90.664963 ,86.442017 ,58.770035 ,66.330795 ,85.702141
155 ,188 ,435 ,44 ,204 ,700 ,815.332703 ,501.743195 ,658.537964 ,330.292084 ,280.739929 ,364.695129 ,0.000000 ,90.945702 ,86.806717 ,59.428486 ,66.319931 ,86.066833
156 ,191 ,423 ,42 ,194 ,700 ,815.332703 ,517.422668 ,666.377686 ,315.993652 ,266.702942 ,355.914642 ,0.000000 ,91.212402 ,87.162628 ,60.094715 ,66.305832 ,86.422752
157 ,202 ,413 ,40 ,187 ,700 ,799.653198 ,517.422668 ,658.537964 ,301.695221 ,252.665924 ,340.182922 ,0.000000 ,91.465073 ,87.502808 ,60.753036 ,66.288994 ,86.762932
158 ,202 ,413 ,40 ,187 ,700 ,799.653198 ,533.102173 ,666.377686 ,287.396790 ,238.628937 ,321.646362 ,0.000000 ,91.703697 ,87.824455 ,61.419121 ,66.269180 ,87.084579
159 ,214 ,419 ,38 ,194 ,700 ,799.653198 ,517.422668 ,658.537964 ,273.098358 ,252.665924 ,302.621948 ,0.000000 ,91.956367 ,88.127083 ,62.077274 ,66.246696 ,87.387199
160 ,228 ,409 ,40 ,184 ,700 ,799.653198 ,533.102173 ,666.377686 ,258.799927 ,238.628937 ,284.207336 ,0.000000 ,92.194992 ,88.411285 ,62.743164 ,66.221176 ,87.671410
161 ,231 ,397 ,36 ,170 ,700 ,815.332703 ,533.102173 ,674.217407 ,244.501480 ,252.665924 ,264.024384 ,0.000000 ,92.447662 ,88.675308 ,63.416763 ,66.192383 ,87.935432
162 ,231 ,397 ,36 ,170 ,700 ,783.973755 ,533.102173 ,658.537964 ,230.203033 ,224.591934 ,253.292694 ,0.000000 ,92.672256 ,88.928604 ,64.074585 ,66.161682 ,88.188728
163 ,241 ,388 ,36 ,161 ,700 ,799.653198 ,517.422668 ,658.537964 ,215.904587 ,252.665924 ,239.573181 ,0.000000 ,92.924919 ,89.168175 ,64.732269 ,66.128075 ,88.428299
164 ,255 ,385 ,36 ,162 ,700 ,783.973755 ,564.461121 ,674.217407 ,201.606140 ,196.517944 ,228.475616 ,0.000000 ,93.121437 ,89.396652 ,65.405487 ,66.091362 ,88.656776
165 ,265 ,381 ,37 ,155 ,700 ,783.973755 ,564.461121 ,674.217407 ,187.307693 ,196.517944 ,224.146347 ,0.000000 ,93.317955 ,89.620796 ,66.078568 ,66.052345 ,88.880920
166 ,265 ,381 ,37 ,155 ,700 ,768.294250 ,580.140564 ,674.217407 ,173.009247 ,168.443954 ,217.195129 ,0.000000 ,93.486397 ,89.837997 ,66.751541 ,66.011345 ,89.098114
167 ,279 ,375 ,36 ,150 ,700 ,736.935303 ,580.140564 ,658.537964 ,158.710800 ,140.369965 ,210.731705 ,0.000000 ,93.626770 ,90.048729 ,67.408760 ,65.969681 ,89.308846
168 ,289 ,370 ,36 ,148 ,700 ,721.255859 ,611.499512 ,666.377686 ,144.412354 ,98.258972 ,202.682938 ,0.000000 ,93.725029 ,90.251411 ,68.073730 ,65.926392 ,89.511528
169 ,304 ,368 ,38 ,151 ,700 ,721.255859 ,627.179016 ,674.217407 ,130.113907 ,84.221977 ,187.256104 ,0.000000 ,93.809250 ,90.438667 ,68.746460 ,65.881599 ,89.698784
170 ,312 ,366 ,40 ,148 ,700 ,705.576355 ,627.179016 ,666.377686 ,115.815460 ,70.184982 ,169.817078 ,0.000000 ,93.879433 ,90.608482 ,69.411308 ,65.836517 ,89.868607
171 ,312 ,366 ,40 ,148 ,700 ,705.576355 ,627.179016 ,666.377686 ,101.517014 ,70.184982 ,150.182938 ,0.000000 ,93.949623 ,90.758667 ,70.076103 ,65.790611 ,90.018784
172 ,320 ,364 ,40 ,144 ,700 ,689.896912 ,642.858459 ,666.377686 ,87.218567 ,42.110989 ,129.390244 ,0.000000 ,93.991730 ,90.888054 ,70.740868 ,65.744225 ,90.148178
173 ,324 ,362 ,40 ,143 ,700 ,689.896912 ,611.499512 ,650.698242 ,72.920120 ,70.184982 ,110.243904 ,0.000000 ,94.061913 ,90.998299 ,71.389931 ,65.698135 ,90.258423
174 ,336 ,363 ,42 ,145 ,700 ,721.255859 ,642.858459 ,682.057190 ,58.621674 ,70.184982 ,93.780487 ,0.000000 ,94.132103 ,91.092079 ,72.070213 ,65.648987 ,90.352203
175 ,336 ,363 ,42 ,145 ,700 ,705.576355 ,627.179016 ,666.377686 ,44.323227 ,70.184982 ,78.048782 ,0.000000 ,94.202286 ,91.170128 ,72.734802 ,65.600159 ,90.430252
176 ,339 ,363 ,44 ,143 ,700 ,705.576355 ,627.179016 ,666.377686 ,30.024780 ,70.184982 ,68.109756 ,0.000000 ,94.272469 ,91.238235 ,73.399323 ,65.550514 ,90.498360
177 ,346 ,364 ,47 ,144 ,700 ,689.896912 ,627.179016 ,658.537964 ,15.726335 ,56.147984 ,61.280491 ,0.000000 ,94.328621 ,91.299515 ,74.055984 ,65.500809 ,90.559639
178 ,350 ,369 ,50 ,148 ,700 ,674.217407 ,658.537964 ,666.377686 ,1.427889 ,14.036996 ,53.597561 ,0.000000 ,94.342659 ,91.353119 ,74.720451 ,65.450348 ,90.613235
179 ,350 ,369 ,50 ,148 ,700 ,658.537964 ,674.217407 ,666.377686 ,0.000000 ,-14.036996 ,49.024391 ,0.000000 ,94.328621 ,91.402138 ,75.384926 ,65.400055 ,90.662262
180 ,355 ,370 ,50 ,151 ,700 ,642.858459 ,674.217407 ,658.537964 ,0.000000 ,-28.073992 ,42.317074 ,0.000000 ,94.300545 ,91.444458 ,76.041611 ,65.350670 ,90.704582
181 ,362 ,374 ,58 ,149 ,700 ,642.858459 ,689.896912 ,666.377686 ,0.000000 ,-42.110989 ,32.317074 ,0.000000 ,94.258430 ,91.476776 ,76.706146 ,65.301186 ,90.736900
182 ,365 ,377 ,60 ,148 ,700 ,642.858459 ,705.576355 ,674.217407 ,0.000000 ,-56.147984 ,20.426830 ,0.000000 ,94.202286 ,91.497200 ,77.378555 ,65.251785 ,90.757324
183 ,369 ,382 ,64 ,153 ,700 ,658.537964 ,674.217407 ,666.377686 ,0.000000 ,-14.036996 ,3.658537 ,0.000000 ,94.188248 ,91.500862 ,78.043152 ,65.203117 ,90.760979

